"[""Moments Snacks Fruta para Perro""]","[""60 Gr.""]","[""1.15 €/u""]",https://img2.petsonic.com/15756-medium_default/snacks-fruta-para-perro.jpg
"[""Moments Snack Iberico para Perro""]","[""60 Gr.""]","[""1.15 €/u""]",https://img2.petsonic.com/15757-medium_default/snack-iberico-para-perro.jpg
"[""Moments Snack Pavo para Perro""]","[""60 Gr.""]","[""1.15 €/u""]",https://img1.petsonic.com/15758-medium_default/snack-pavo-para-perro.jpg
"[""Moments Snack Queso para Perro""]","[""60 Gr.""]","[""1.15 €/u""]",https://img1.petsonic.com/15759-medium_default/snack-queso-para-perro.jpg
"[""Moments Snack Pescado para Perro""]","[""60 Gr.""]","[""1.15 €/u""]",https://img3.petsonic.com/15760-medium_default/snack-pescado-para-perro.jpg
"[""Pet Munchies Snack Naturales Filetes de Pollo para Perro""]","[""100 Gr.""]","[""3.42 €/u""]",https://img3.petsonic.com/15835-medium_default/snack-naturales-filetes-pollo-para-perro.jpg
"[""Pet Munchies Snacks Naturales Tiras de Pollo para Perro""]","[""100 Gr.""]","[""3.61 €/u""]",https://img2.petsonic.com/15834-medium_default/snacks-naturales-tiras-pollo-para-perro.jpg
"[""Pet Munchies Snack Naturales Filetes de Pato para Perro""]","[""80 Gr""]","[""3.42 €/u""]",https://img1.petsonic.com/15837-medium_default/snack-naturales-filetes-pato-para-perro.jpg
"[""Pet Munchies Snacks Naturales Tiras de Pechuga Pato para Perro""]","[""80 Gr""]","[""3.49 €/u""]",https://img1.petsonic.com/15794-medium_default/pet-munchies-snacks-naturales-tiras-pechuga-pato-para-perros.jpg
"[""Pet Munchies Snacks Naturales Tiras de Venado para Perro""]","[""70 Gr""]","[""3.80 €/u""]",https://img3.petsonic.com/15795-medium_default/snacks-naturales-tiras-venado-para-perro.jpg
"[""Pet Munchies Snacks Naturales Bocaditos de Salmón para Perro""]","[""90 Gr""]","[""3.00 €/u""]",https://img2.petsonic.com/15833-medium_default/snacks-naturales-bocaditos-salmon-para-perro.jpg
"[""Pet Munchies Snack Naturales Filetes de Salmón para Perro""]","[""90 Gr""]","[""3.42 €/u""]",https://img2.petsonic.com/15832-medium_default/snack-naturales-filetes-salmon-para-perro.jpg
"[""Pet Munchies Snack Naturales Salmón Skin Chews Medium para Perro""]","[""90 Gr""]","[""3.37 €/u""]",https://img2.petsonic.com/15831-medium_default/snack-naturales-salmon-skin-chews-medium-para-perro.jpg
"[""Pet Munchies Snack Naturales Salmón Skin Chews Large para Perro""]","[""125 Gr.""]","[""3.39 €/u""]",https://img3.petsonic.com/15830-medium_default/snack-naturales-salmon-skin-chews-large-para-perro.jpg
"[""Trixie Caja Navidad para Perro""]","[""1 Unidad.""]","[""8.99 €/u""]",https://img2.petsonic.com/13926-medium_default/caja-navidad-para-perro.jpg
"[""Lolo Pets Galleta Mini \""Pastel\"" Frutos del Bosque para Perro""]","[""40 gr""]","[""2.02 €/u""]",https://img3.petsonic.com/13499-medium_default/lolo-pets-galleta-mini-pastel-frutos-bosque-para-perros.jpg
"[""Lolo Pets Galleta Mini \""Pastel\"" Chocolate y Frutos Secos para Perro""]","[""40 gr""]","[""1.81 €/u""]",https://img2.petsonic.com/13835-medium_default/galleta-mini-pastel-chocolate-frutos-secos-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel de Cumpleaños\"" Carne y Verduras para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img2.petsonic.com/13481-medium_default/galleta-pastel-cumpleanos-carne-verduras-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel de Cumpleaños\"" Chocolate y Frutos Secos para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img2.petsonic.com/13482-medium_default/lolo-pets-galleta-pastel-cumpleanos-chocolate-frutos-secos-para-perros.jpg
"[""Lolo Pets Galleta \""Pastel de Cumpleaños\"" Frutos del Bosque para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img2.petsonic.com/13483-medium_default/galleta-pastel-cumpleanos-frutos-bosque-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel Love\"" Carne y Verduras para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img1.petsonic.com/13484-medium_default/galleta-pastel-love-carne-verduras-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel Love\"" Chocolate y Frutos Secos para Perro""]","[""250 Gr.""]","[""4.50 €/u""]",https://img3.petsonic.com/13718-medium_default/galleta-pastel-love-chocolate-frutos-secos-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel de Love\"" Frutos del Bosque para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img3.petsonic.com/13486-medium_default/galleta-pastel-love-frutos-bosque-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel \"" Carne y Verduras para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img3.petsonic.com/13487-medium_default/galleta-pastel-carne-verduras-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel \"" Chocolate y Frutos Secos para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img2.petsonic.com/13488-medium_default/galleta-pastel-chocolate-frutos-secos-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel Merry Christmas\"" Carne y Verdura para Perro""]","[""250 Gr.""]","[""4.94 €/u""]",https://img1.petsonic.com/13626-medium_default/galleta-pastel-merry-christmas-carne-verdura-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel Merry Christmas\"" Chocolate y Frutos Secos para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img2.petsonic.com/13627-medium_default/galleta-pastel-merry-christmas-chocolate-frutos-secos-para-perro.jpg
"[""Lolo Pets Galleta \""Pastel Merry Christmas\"" Frutos del Bosque para Perro""]","[""250 Gr.""]","[""3.99 €/u""]",https://img2.petsonic.com/13628-medium_default/galleta-pastel-merry-christmas-frutos-bosque-para-perro.jpg
"[""Alpha Spirit Hueso Jamón para Perro""]","[""1 Unidad.""]","[""0.99 €/u""]",https://img2.petsonic.com/13262-medium_default/hueso-jamon-amiguitos-para-perro.jpg
"[""Alpha Spirit Snacks de Ternera en Monodosis para Perro""]","[""1 Unidad.""]","[""0.99 €/u""]",https://img3.petsonic.com/12023-medium_default/alpha-spirit-snacks-ternera-monodosis-para-perros.jpg
"[""Alpha Spirit Snacks de Pollo en Monodosis para Perro""]","[""1 Unidad.""]","[""0.99 €/u""]",https://img1.petsonic.com/12024-medium_default/snacks-de-pollo-en-monodosis-para-perro.jpg
"[""Alpha Spirit Snacks de Queso en Monodosis para Perro""]","[""1 Unidad.""]","[""0.99 €/u""]",https://img2.petsonic.com/12025-medium_default/snacks-de-queso-en-monodosis-para-perro.jpg
"[""Alpha Spirit Snacks de Higado en Monodosis para Perro""]","[""1 Unidad.""]","[""0.99 €/u""]",https://img3.petsonic.com/12026-medium_default/snacks-de-higado-en-monodosis-para-perro.jpg
"[""Alpha Spirit Snacks de Pescado en Monodosis para Perro""]","[""1 Unidad.""]","[""0.99 €/u""]",https://img1.petsonic.com/12027-medium_default/snacks-de-pescado-en-monodosis-para-perro.jpg
"[""Alpha Spirit Snacks de Pato en Monodosis para Perro""]","[""1 Unidad.""]","[""0.99 €/u""]",https://img1.petsonic.com/12028-medium_default/snacks-de-pato-en-monodosis-para-perro.jpg
"[""Alpha Spirit Sticks de Pollo en Monodosis para Perro""]","[""12 Unidades.""]","[""2.99 €/u""]",https://img3.petsonic.com/12047-medium_default/sticks-de-pollo-en-monodosis-para-perro.jpg
"[""Alpha Spirit Sticks de Ternera en Monodosis para Perro""]","[""16 barritas""]","[""2.86 €/u""]",https://img3.petsonic.com/12046-medium_default/sticks-de-ternera-en-monodosis-para-perro.jpg
"[""Alpha Spirit Sticks de Higado en Monodosis para Perro""]","[""12 Unidades.""]","[""2.86 €/u""]",https://img1.petsonic.com/12049-medium_default/sticks-dehigado-en-monodosis-para-perro.jpg
"[""Alpha Spirit Sticks de Pato en Monodosis para Perro""]","[""12 Unidades.""]","[""2.25 €/u""]",https://img3.petsonic.com/12050-medium_default/sticks-de-pato-en-monodosis-para-perro.jpg
"[""Alpha Spirit Sticks de Cordero en Monodosis para Perro""]","[""16 barritas""]","[""2.86 €/u""]",https://img3.petsonic.com/12051-medium_default/sticks-de-cordero-en-monodosis-para-perro.jpg
"[""Alpha Spirit Sticks de Queso en Monodosis para Perro""]","[""16 barritas""]","[""2.99 €/u""]",https://img1.petsonic.com/12048-medium_default/sticks-de-queso-en-monodosis-para-perro.jpg
"[""Alpha Spirit Stick de Pescado en Monodosis para Perro""]","[""16 barritas""]","[""2.99 €/u""]",https://img3.petsonic.com/13920-medium_default/stick-pescado-monodosis-para-perro.jpg
"[""Alpha Spirit Snacks Pescado Blanco para Perro""]","[""60 Gr.""]","[""1.99 €/u""]",https://img3.petsonic.com/13858-medium_default/snacks-pescado-blanco-para-perro.jpg
"[""Alpha Spirit Snack Tacos de Atún para Perro""]","[""80 Gr""]","[""1.99 €/u""]",https://img3.petsonic.com/13860-medium_default/snack-tacos-atun-para-perro.jpg
"[""hobbit Alf Barritas Redonda de Ternera para Perro""]","[""400 Gr."", ""900 Gr.""]","[""4.99 €/u"", ""8.99 €/u""]",https://img3.petsonic.com/15276-medium_default/hobbit-alf-barritas-redonda-ternera-para-perros.jpg
"[""hobbit Alf Barritas Redonda de Cordero para Perro""]","[""400 Gr."", ""900 Gr.""]","[""5.49 €/u"", ""8.99 €/u""]",https://img3.petsonic.com/15279-medium_default/hobbit-alf-barritas-redonda-cordero-para-perros.jpg
"[""hobbit Alf Barritas Redonda de Pollo para Perro""]","[""400 Gr."", ""900 Gr.""]","[""4.99 €/u"", ""7.64 €/u""]",https://img1.petsonic.com/15280-medium_default/hobbit-alf-barritas-redonda-pollo-para-perros.jpg
"[""hobbit Alf Mini Huesitos Tiernos Mix para Perros""]","[""500 Gr.""]","[""3.79 €/u""]",https://img3.petsonic.com/15886-medium_default/hobbit-alf-mini-huesitos-tiernos-mix-para-perros.jpg
"[""Nayeco Snack Toffy Salmón para Perro""]","[""250 Gr.""]","[""2.91 €/u""]",https://img3.petsonic.com/10934-medium_default/nayeco-snack-toffy-salmon-para-perros.jpg
"[""Nayeco Snack Toffy Pollo para Perro""]","[""75 Gr.""]","[""2.91 €/u""]",https://img3.petsonic.com/11043-medium_default/nayeco-snack-toffy-pollo-para-perros.jpg
"[""Nayeco Snack Toffy Cordero para Perro""]","[""75 Gr.""]","[""2.91 €/u""]",https://img2.petsonic.com/11045-medium_default/nayeco-snack-toffy-cordero-para-perros.jpg
"[""Nayeco Snack Toffy Surtido para Perro""]","[""250 Gr.""]","[""2.91 €/u""]",https://img3.petsonic.com/11168-medium_default/nayeco-snack-toffy-surtido-para-perros.jpg
"[""hobbit Alf Barritas 1kg Redonda Antisarro con Fluor Hobbit Alf""]",default,default,https://img1.petsonic.com/15283-medium_default/hobbit-alf-barritas-1kg-redonda-antisarro-fluor-para-perros.jpg
"[""Nayeco Barrita de Cordero""]","[""500 Gr.""]","[""4.33 €/u""]",https://img1.petsonic.com/15887-medium_default/nayeco-barrita-cordero-para-perros.jpg
"[""Delidog Barritas de Pollo""]","[""800 Gr.""]","[""7.99 €/u""]",https://img1.petsonic.com/14047-medium_default/delidog-barritas-pollo-para-perros.jpg
"[""Delidog Barritas de Buey""]","[""800 Gr.""]","[""7.99 €/u""]",https://img1.petsonic.com/14048-medium_default/delidog-barritas-buey-para-perros.jpg
"[""Delidog Barritas de Salmón""]","[""800 Gr.""]","[""7.99 €/u""]",https://img2.petsonic.com/14049-medium_default/delidog-barritas-salmon-para-perros.jpg
"[""Delidog Barritas de Cordero""]","[""800 Gr.""]","[""7.99 €/u""]",https://img1.petsonic.com/14050-medium_default/delidog-barritas-cordero-para-perros.jpg
"[""Delidog Barritas Grain Free""]","[""800 Gr.""]","[""7.99 €/u""]",https://img2.petsonic.com/14061-medium_default/delidog-barritas-grain-free-para-perros.jpg
"[""hobbit Alf Bocaditos Tiernos de Salmón para Perro""]","[""1 Unidad."", ""16 Unidades""]","[""1.49 €/u"", ""18.95 €/u""]",https://img2.petsonic.com/11081-medium_default/hobbit-alf-bocaditos-tiernos-salmon-para-perros.jpg
"[""hobbit Alf Estrellas Tiernas de Salmón y Queso para Perro""]","[""1 Unidad."", ""16 Unidades""]","[""1.42 €/u"", ""18.95 €/u""]",https://img1.petsonic.com/11078-medium_default/hobbit-alf-estrellas-tiernas-salmon-queso-para-perros.jpg
"[""hobbit Alf Estrellita Tiernas de Salmón para Perro""]","[""1 Unidad."", ""16 Unidades""]","[""1.49 €/u"", ""18.95 €/u""]",https://img1.petsonic.com/11079-medium_default/hobbit-alf-estrellita-tiernas-salmon-para-perros.jpg
"[""hobbit Alf Estrellas Tiernas de Avestruz para Perro""]","[""1 Unidad."", ""16 Unidades""]","[""1.37 €/u"", ""18.95 €/u""]",https://img2.petsonic.com/11080-medium_default/hobbit-alf-estrellas-tiernas-avestruz-para-perros.jpg
"[""hobbit Alf Estrellas Tiernas de Ganso para Perro""]","[""1 Unidad."", ""16 Unidades""]","[""1.49 €/u"", ""13.90 €/u""]",https://img1.petsonic.com/12040-medium_default/hobbit-alf-estrellas-tiernas-ganso-para-perros.jpg
"[""hobbit Alf Bocaditos Tiernos de Carne de Caza para Perros""]","[""1 Unidad."", ""16 Unidades""]","[""1.42 €/u"", ""18.95 €/u""]",https://img3.petsonic.com/12041-medium_default/hobbit-alf-bocaditos-tiernos-carne-caza-para-perros.jpg
"[""hobbit Alf Fruit Mix para Perro""]","[""1 Unidad."", ""16 Unidades""]","[""1.79 €/u"", ""18.95 €/u""]",https://img2.petsonic.com/12039-medium_default/hobbit-alf-fruit-mix-para-perro.jpg
"[""hobbit Alf Snack Huesitos Tiernos para Perros""]","[""Pollo"", ""Cordero""]","[""1.89 €/u"", ""1.89 €/u""]",https://img1.petsonic.com/13862-medium_default/hobbit-alf-snack-huesitos-tiernos-para-perros.jpg
"[""hobbit Alf Palitos Tiernos de Ternera para Perro""]","[""13 Unidades.""]","[""2.99 €/u""]",https://img2.petsonic.com/5863-medium_default/hobbit-alf-palitos-tiernos-ternera-para-perros.jpg
"[""hobbit Alf Hueso Piel con Fluor para Perro""]","[""13 cm"", ""25 cm""]","[""1.89 €/u"", ""5.13 €/u""]",https://img1.petsonic.com/14022-medium_default/hobbit-alf-hueso-piel-fluor-para-perros.jpg
"[""hobbit Alf Hueso Piel Sabor Barbacoa para Perro""]","[""13 cm""]","[""1.99 €/u""]",https://img1.petsonic.com/14023-medium_default/hobbit-alf-hueso-piel-sabor-barbacoa-para-perros.jpg
"[""hobbit Alf Hueso de Piel Sabor Chocolate para Perro""]","[""13 cm""]","[""1.99 €/u""]",https://img1.petsonic.com/14024-medium_default/hobbit-alf-hueso-piel-sabor-chocolate-para-perros.jpg
"[""hobbit Alf Nudillo de Ternera Calcio para Perro""]","[""2 Unidades""]","[""0.99 €/u""]",https://img2.petsonic.com/14025-medium_default/hobbit-alf-nudillo-ternera-calcio-para-perros.jpg
"[""hobbit Alf Nudillo de Ternera Ahumado para Perro""]","[""2 Unidades""]","[""0.79 €/u""]",https://img3.petsonic.com/14026-medium_default/hobbit-alf-nudillo-ternera-ahumado-para-perros.jpg
"[""hobbit Alf Cañailla de Jamón para Perro""]","[""2 Unidades""]","[""0.99 €/u""]",https://img3.petsonic.com/14027-medium_default/hobbit-alf-canailla-jamon-para-perros.jpg
"[""hobbit Alf Mini Hueso Piel Fluor para Perros""]","[""10 Unidades.""]","[""6.99 €/u""]",https://img2.petsonic.com/14030-medium_default/hobbit-alf-mini-hueso-piel-fluor-para-perros.jpg
"[""hobbit Alf Hueso Calcio con Pollo para Perro""]","[""100 Gr.""]","[""2.49 €/u""]",https://img1.petsonic.com/14031-medium_default/hobbit-alf-hueso-calcio-pollo-para-perros.jpg
"[""hobbit Alf Filetes de pollo y Pato para Perro""]","[""100 Gr.""]","[""2.99 €/u""]",https://img1.petsonic.com/14032-medium_default/hobbit-alf-filetes-pollo-pato-para-perros.jpg
"[""hobbit Alf Huesitos Puppy con Pollo para Perro""]","[""100 Gr.""]","[""2.49 €/u""]",https://img1.petsonic.com/14034-medium_default/hobbit-alf-huesitos-puppy-pollo-para-perros.jpg
"[""hobbit Alf Muslitos de Pollo y Calcio para Perro""]","[""100 Gr.""]","[""2.49 €/u""]",https://img2.petsonic.com/11056-medium_default/hobbit-alf-muslitos-pollo-calcio-para-perros.jpg
"[""hobbit Alf Snack Pescaditos con Pollo para Perro""]","[""100 Gr.""]","[""2.99 €/u""]",https://img1.petsonic.com/11137-medium_default/hobbit-alf-snack-pescaditos-pollo-para-perros.jpg
"[""Natural Horn Asta de Ciervo para Perro""]","[""S"", ""M"", ""L"", ""XL"", ""XXL""]","[""4.49 €/u"", ""6.49 €/u"", ""11.65 €/u"", ""16.95 €/u"", ""18.99 €/u""]",https://img1.petsonic.com/11249-medium_default/natural-horn-asta-ciervo-para-perros.jpg
"[""hobbit Alf Rosco Piel Fluor para Perro""]","[""1 Unidad.""]","[""1.99 €/u""]",https://img1.petsonic.com/14035-medium_default/hobbit-alf-rosco-piel-fluor-para-perros.jpg
"[""hobbit Alf Hueso Jamón para Perro""]","[""Talla Unica""]","[""1.39 €/u""]",https://img3.petsonic.com/14036-medium_default/hobbit-alf-hueso-jamon-para-perros.jpg
"[""Hueso de Ternera para Perro""]","[""30 cm"", ""45 cm""]","[""4.79 €/u"", ""4.99 €/u""]",https://img1.petsonic.com/12791-medium_default/hueso-ternera-para-perro.jpg
"[""hobbit Alf Hueso de Calcio Corto para Perro""]","[""1 Unidad.""]","[""1.49 €/u""]",https://img1.petsonic.com/14037-medium_default/hobbit-alf-hueso-calcio-corto-para-perros.jpg
"[""hobbit Alf Hueso Ternera con Calcio""]","[""1 Unidad.""]","[""2.99 €/u""]",https://img3.petsonic.com/14038-medium_default/hobbit-alf-hueso-ternera-calcio-para-perros.jpg
"[""hobbit Alf Hueso Ternera Ahumado para Perro""]","[""1 Unidad.""]","[""2.84 €/u""]",https://img2.petsonic.com/9578-medium_default/hobbit-alf-hueso-ternera-ahumado-para-perros.jpg
"[""wuapu Huesos Piel Prensada para Perro""]","[""2 x 8 cm"", ""21.5 cm"", ""27 cm"", ""32 cm""]","[""1.18 €/u"", ""3.69 €/u"", ""4.08 €/u"", ""5.69 €/u""]",https://img2.petsonic.com/12999-medium_default/huesos-piel-prensada-para-perro.jpg
"[""The Company Of Animals Huesos Marrowbone Nylon Rellenos para Perro""]","[""9 cm"", ""11.5 cm"", ""13.5 cm"", ""19 cm"", ""23 cm""]","[""3.64 €/u"", ""4.83 €/u"", ""7.20 €/u"", ""10.28 €/u"", ""13.21 €/u""]",https://img1.petsonic.com/14039-medium_default/the-company-of-animals-huesos-marrowbone-nylon-rellenos-para-perros.jpg
"[""TASTY BONE Hueso Nylon Sabores Gourmet para Perro""]","[""Pollo"", ""Faisan"", ""Salmón"", ""Langostino a la Barbacoa""]","[""5.99 €/u"", ""5.69 €/u"", ""5.69 €/u"", ""5.69 €/u""]",https://img1.petsonic.com/11959-medium_default/tasty-bone-hueso-nylon-sabores-gourmet-para-perros.jpg
"[""hobbit Alf Orejas de Cerda Extra para Perro""]","[""5 Unidades."", ""25 Unidades""]","[""8.47 €/u"", ""29.25 €/u""]",https://img2.petsonic.com/14041-medium_default/hobbit-alf-orejas-cerda-extra-para-perros.jpg
"[""hobbit Alf Oreja de Cerdo""]","[""1 Unidad.""]","[""1.42 €/u""]",https://img3.petsonic.com/14042-medium_default/hobbit-alf-oreja-cerdo-para-perros.jpg
"[""hobbit Alf Oreja de Vaca Deshidratada para Perro""]","[""1 Unidad.""]","[""0.99 €/u""]",https://img3.petsonic.com/14043-medium_default/hobbit-alf-oreja-vaca-deshidratada-para-perros.jpg
"[""Trixie Zapato Piel Masticable para Perro (10 unidades)""]","[""12 cm""]","[""6.90 €/u""]",https://img2.petsonic.com/14044-medium_default/trixie-zapato-piel-masticable-10-unidades-para-perros.jpg
"[""hobbit Alf Tendón de Cuero para Perro""]","[""100 Gr."", ""1 Kg.""]","[""2.99 €/u"", ""12.99 €/u""]",https://img3.petsonic.com/14029-medium_default/hobbit-alf-tendon-cuero-para-perros.jpg
"[""hobbit Alf Pezuña de Ternera Rellena para Perro""]","[""1 Unidad.""]","[""1.49 €/u""]",https://img3.petsonic.com/8214-medium_default/hobbit-alf-pezuna-ternera-rellena-para-perros.jpg
"[""hobbit Alf Nervio de Cerdo Trenzado para Perro""]","[""20 cm""]","[""1.99 €/u""]",https://img3.petsonic.com/14033-medium_default/nervio-cerdo-trenzado-para-perro.jpg
"[""hobbit Alf Nervio de Toro 15 cm para Perro""]","[""10 Unidades."", ""40 Unidades.""]","[""16.75 €/u"", ""64.99 €/u""]",https://img3.petsonic.com/14045-medium_default/hobbit-alf-nervio-toro-15-cm-para-perros.jpg
"[""hobbit Alf Puntas de Nervio de Toro""]","[""500 Gr.""]","[""9.99 €/u""]",https://img1.petsonic.com/15881-medium_default/hobbit-alf-puntas-nervio-toro-para-perros.jpg
"[""Nayeco 35 Und. Nervio Bovino Nayeco""]",default,default,https://img3.petsonic.com/15882-medium_default/nayeco-35-und-nervio-bovino-para-perros.jpg
"[""hobbit Alf Nervio de Toro 20cm para Perros""]","[""7 Unidades.""]","[""15.94 €/u""]",https://img1.petsonic.com/15883-medium_default/hobbit-alf-nervio-toro-20cm-para-perros.jpg
"[""hobbit Alf Nervio de Toro 60-70cm para Perro""]","[""1 Unidad."", ""Pack 10 unidades""]","[""5.99 €/u"", ""44.99 €/u""]",https://img3.petsonic.com/15884-medium_default/hobbit-alf-nervio-toro-60-70cm-para-perros.jpg
"[""Dimac Cigarrillos Colores de Piel para Perro""]","[""100 unidades""]","[""5.19 €/u""]",https://img1.petsonic.com/15885-medium_default/dimac-cigarrillos-colores-piel-para-perros.jpg
"[""Bravo Snack de Piel para Perro""]","[""4 Unidades""]","[""9.44 €/u""]",https://img1.petsonic.com/10104-medium_default/bravo-snack-piel-para-perros.jpg
"[""Bravo Snack Piel Surtido para Perro""]","[""7 Unidades.""]","[""10.34 €/u""]",https://img3.petsonic.com/10105-medium_default/bravo-snack-piel-surtido-para-perros.jpg
"[""Trixie Palitos de Piel para Perro 100 unidades""]","[""Ø 5 a 6 mm"", ""Ø 7 a 8 mm"", ""Ø 9 a 10 mm""]","[""7.99 €/u"", ""9.49 €/u"", ""15.49 €/u""]",https://img2.petsonic.com/14046-medium_default/trixie-palitos-piel-100-unidades-para-perros.jpg
"[""hobbit Alf Tira de Tendón para Perro""]","[""1 Unidad.""]","[""1.49 €/u""]",https://img1.petsonic.com/14051-medium_default/hobbit-alf-tira-tendon-para-perros.jpg
"[""hobbit Alf Tendón Extra 20cm para Perro""]","[""1 Unidad.""]","[""1.59 €/u""]",https://img3.petsonic.com/14052-medium_default/hobbit-alf-tendon-extra-20cm-para-perros.jpg
"[""Trixie Huesos Prensados de Arroz para Perro""]","[""2 Unidades""]","[""2.19 €/u""]",https://img3.petsonic.com/14053-medium_default/trixie-huesos-prensados-arroz-para-perros.jpg
"[""Trixie Rollito de Tripa Relleno de Yogur para Perro""]","[""100 Unidades""]","[""62.69 €/u""]",https://img1.petsonic.com/14054-medium_default/trixie-rollito-tripa-relleno-yogur-para-perros.jpg
"[""Trixie Snack-Premio Paté Hígado""]","[""110 Gr.""]","[""3.00 €/u""]",https://img2.petsonic.com/14056-medium_default/trixie-snack-premio-pate-higado-para-perros.jpg
"[""Trixie Snack Paté de Bacon para Perro""]","[""110 Gr.""]","[""3.49 €/u""]",https://img3.petsonic.com/14057-medium_default/snack-pate-bacon-para-perro.jpg
"[""Trixie Snack Paté de Salmón para Perro""]","[""110 Gr.""]","[""3.49 €/u""]",https://img2.petsonic.com/14058-medium_default/snack-pate-salmon-para-perro.jpg
"[""Trixie Snacks Vitaminados Sabor Yogur para Perro""]","[""75 Gr.""]","[""1.37 €/u""]",https://img1.petsonic.com/8411-medium_default/trixie-snacks-vitaminados-sabor-yogur-para-perros.jpg
"[""Trixie Tableta Chocolate para Perros""]","[""100 Gr.""]","[""1.34 €/u""]",https://img3.petsonic.com/14059-medium_default/trixie-tableta-chocolate-para-perros.jpg
"[""Trixie Tableta Chocolate Blanco para Perros""]","[""100 Gr.""]","[""1.49 €/u""]",https://img3.petsonic.com/14060-medium_default/trixie-tableta-chocolate-blanco-para-perros.jpg
"[""Trixie Snacks Tiras de Pollo Deshidratado para Perro""]","[""100 Gr.""]","[""3.00 €/u""]",https://img3.petsonic.com/8406-medium_default/trixie-snacks-tiras-pollo-deshidratado-para-perros.jpg
"[""Trixie Snack Pollo y Merluza para Perro""]","[""75 Gr.""]","[""2.19 €/u""]",https://img3.petsonic.com/12125-medium_default/snack-pollo-merluza-para-perro.jpg
"[""Trixie Snacks Crispy Duck para Perro""]","[""100 Gr.""]","[""3.99 €/u""]",https://img3.petsonic.com/12124-medium_default/snacks-cripspy-duck-para-perro.jpg
"[""Trixie Snacks Pollo y Plátano para Perro""]","[""100 Gr.""]","[""3.05 €/u""]",https://img3.petsonic.com/12403-medium_default/snakcs-pollo-platano-para-perro.jpg
"[""Trixie Snack Pollo y Queso para Perro""]","[""100 Gr.""]","[""2.99 €/u""]",https://img3.petsonic.com/12404-medium_default/snack-pollo-queso-para-perro.jpg
